SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net																																																																								
#MM2 aggiornato alla 3.5																																																																										
																																																																										
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells										
Greenvise			STARTFEATS:1	SIZE:H	MOVE:Walk,10	FACE:15	REACH:15			PREALIGN:TN			BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18		BONUS:STAT|CON|8	BONUS:STAT|INT|-8		BONUS:STAT|CHA|-4			MONCSKILL:Hide									LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,2d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Death Fog	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Swallow Whole	ABILITY:Special Ability|AUTOMATIC|Woodsense						MONSTERCLASS:Plant:12	RACETYPE:Plant		TYPE:Plant					HITDICEADVANCEMENT:18,36		CR:10	SOURCEPAGE:MM2											
Grell			STARTFEATS:1	SIZE:M	MOVE:Walk,5,Fly,30	FACE:5	REACH:5	VISION:Blindsight (60')					BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide,Move Silently|2|TYPE=Racial				BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|4			BONUS:STAT|CHA|-2			MONCSKILL:Hide|Listen|Move Silently|Spot									LEGS:0	HANDS:10				NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning,*10,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d4		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Constrict	ABILITY:Special Ability|AUTOMATIC|Flight (Ex)	ABILITY:Special Ability|AUTOMATIC|Immunity To Electricity	ABILITY:Special Ability|AUTOMATIC|Immunity To Paralysis	ABILITY:Special Ability|AUTOMATIC|Tentacle Regeneration				MONSTERCLASS:Aberration:5	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:10,15	LEVELADJUSTMENT:4	CR:3	SOURCEPAGE:MM2	ABILITY:Special Ability|AUTOMATIC|Paralysis (Ex)	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|5								
Grimalkin			STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5	VISION:Darkvision (60')			AUTO:LANG|Common		BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Move Silently|4|TYPE=Racial	BONUS:SKILL|Climb,Jump|2|TYPE=Racial			BONUS:STAT|STR|-2	BONUS:STAT|DEX|2		BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Climb|Hide|Jump|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Empathy	ABILITY:Special Ability|AUTOMATIC|Alternate Form								MONSTERCLASS:Magical Beast:4	RACETYPE:Magical Beast	RACESUBTYPE:Shapechanger	TYPE:Magical Beast					HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:3	CR:2	SOURCEPAGE:MM2											
Grizzly Mastodon			STARTFEATS:1	SIZE:H	MOVE:Walk,40	FACE:15	REACH:10	VISION:Darkvision (60')|Low-light		PREALIGN:TN			BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|24		BONUS:STAT|CON|12	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6|Stamp,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,4d8	ABILITY:Special Ability|AUTOMATIC|Trample	ABILITY:Special Ability|AUTOMATIC|Scent								MONSTERCLASS:Animal:15	RACETYPE:Animal		TYPE:Animal					HITDICEADVANCEMENT:21,45		CR:13	SOURCEPAGE:MM2											
Half Fiend (Durzagon)	OUTPUTNAME:[NAME]	FAVCLASS:Cleric	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (120')			AUTO:LANG|Dwarven|Undercommon	LANGBONUS:Draconic,Giant,Goblin,Orc,Terran,Infernal	BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Move Silently|4|TYPE=Racial	BONUS:SKILL|Spot,Listen|1|TYPE=Racial	BONUS:SKILL|Appraise,Craft (Metalworking),Craft (Stoneworking)|2|TYPE=Racial				BONUS:STAT|CON|2			BONUS:STAT|CHA|-4			MONCSKILL:Appraise|Bluff|Craft (Metalworking)|Craft (Stoneworking)|Diplomacy|Intimidate|Listen|Move Silently|Search|Sense Motive|Spot					VFEAT:Alertness				LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6|Beard,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d3		ABILITY:Special Ability|AUTOMATIC|Beard	ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Stonecunning|Stability|Dwarf Immunity ~ Duergar|Dwarf Spell Resistance|Dwarf Attacks|Dodge Giant|Stoneworking Skills	ABILITY:Special Ability|AUTOMATIC|Resistance To Acid	ABILITY:Special Ability|AUTOMATIC|Resistance To Cold	ABILITY:Special Ability|AUTOMATIC|Resistance To Fire				MONSTERCLASS:Outsider:5	RACETYPE:Outsider	RACESUBTYPE:Dwarf	TYPE:Outsider	TEMPLATE:Half Fiend					LEVELADJUSTMENT:7	CR:4	SOURCEPAGE:MM2		BONUS:VAR|AcidResistanceBonus|10	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10							
Hook Horror			STARTFEATS:1	SIZE:L	MOVE:Walk,20,Climb,20	FACE:10	REACH:10				AUTO:LANG|Undercommon		BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|8|TYPE=Racial				BONUS:STAT|STR|14	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Climb|Hide|Jump|Listen									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Power Sunder	ABILITY:Special Ability|AUTOMATIC|Light Sensitivity							MONSTERCLASS:Aberration:10	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:15,30	LEVELADJUSTMENT:4	CR:6	SOURCEPAGE:MM2											
Immoth			STARTFEATS:1	SIZE:L	MOVE:Walk,30,Fly,30,Swim,30	FACE:10	REACH:10				AUTO:LANG|Aquan|Auran|Common		BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|10			MONCSKILL:Climb|Hide|Jump|Spot|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Ice Runes	ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Icewalking				SR:23	DR:10/Magic and Bludgeoning		MONSTERCLASS:Immoth:10	RACETYPE:Elemental	RACESUBTYPE:Air|Cold|Water	TYPE:Elemental						LEVELADJUSTMENT:6	CR:9	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|5								
Ixitxachitl		FAVCLASS:Cleric	STARTFEATS:1	SIZE:S	MOVE:Swim,30	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:CE			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Hide|Knowledge (Nature)|Listen|Spot|Swim|Tumble									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6											MONSTERCLASS:Aberration:1	RACETYPE:Aberration	RACESUBTYPE:Aquatic	TYPE:Aberration						LEVELADJUSTMENT:2	CR:1	SOURCEPAGE:MM2											
Ixitxachitl (Vampiric)	OUTPUTNAME:[NAME] Ixitxachitl	FAVCLASS:Cleric	STARTFEATS:1	SIZE:S	MOVE:Swim,30	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:CE			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Hide|Knowledge (Nature)|Listen|Spot|Swim|Tumble									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|VIRTUAL|Energy Drain	ABILITY:Special Ability|AUTOMATIC|Fast Healing								MONSTERCLASS:Aberration:2	RACETYPE:Aberration	RACESUBTYPE:Aquatic	TYPE:Aberration					HITDICEADVANCEMENT:4,6,8	LEVELADJUSTMENT:3	CR:2	SOURCEPAGE:MM2	BONUS:VAR|EnergyDrainLevels|1	BONUS:VAR|FastHealing|5									
Jahi			STARTFEATS:1	SIZE:T	MOVE:Fly,60	FACE:2.5	REACH:0							BONUS:COMBAT|AC|4|TYPE=Deflection								BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Balance|Bluff|Diplomacy|Escape Artist|Hide|Intimidate|Jump|Listen|Search|Sense Motive|Spot|Tumble									LEGS:0	HANDS:0				NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Finesseable.Piercing,*1,1d3		ABILITY:Special Ability|AUTOMATIC|Charisma Damage ~ Jahi	ABILITY:Special Ability|AUTOMATIC|Charisma Drain ~ Jahi	ABILITY:Special Ability|AUTOMATIC|Invest Charisma				SR:27			MONSTERCLASS:Undead:25	RACETYPE:Undead	RACESUBTYPE:Incorporeal	TYPE:Undead					HITDICEADVANCEMENT:50		CR:16	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=4|CASTERLEVEL=20|Dominate Person	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|5								
Jermlaine			STARTFEATS:1	SIZE:T	MOVE:Walk,40	FACE:2.5	REACH:0	VISION:Low-light			AUTO:LANG|Jermlaines	LANGBONUS:Common,Dwarven,Gnome,Goblin,Orc							BONUS:STAT|STR|-8	BONUS:STAT|DEX|6	BONUS:STAT|CON|-2	BONUS:STAT|INT|-2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|-6			MONCSKILL:Craft (Trapmaking)|Hide|Listen|Move Silently|Spot			AUTO:WEAPONPROF|Dart|Shortspear						LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Wild Empathy									MONSTERCLASS:Fey:1	RACETYPE:Fey		TYPE:Fey					HITDICEADVANCEMENT:2	LEVELADJUSTMENT:0	CR:1/2	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=3|Speak with Animals										
Jaggernaut				SIZE:H	MOVE:Walk,10	FACE:15	REACH:15			PREALIGN:TN			BONUS:COMBAT|AC|25|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Search,Spot|4|TYPE=Racial				BONUS:STAT|STR|20	BONUS:STAT|DEX|-8			BONUS:STAT|WIS|4	BONUS:STAT|CHA|6												LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*6,2d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Squash	ABILITY:Special Ability|AUTOMATIC|All-Around Vision	ABILITY:Special Ability|AUTOMATIC|Fast Healing	ABILITY:Special Ability|AUTOMATIC|Immunity To Acid	ABILITY:Special Ability|AUTOMATIC|Immunity To Electricity	SR:36	DR:10/Adamantine		MONSTERCLASS:Construct (Mindless):18	RACETYPE:Construct		TYPE:Construct	TEMPLATE:Mindless				HITDICEADVANCEMENT:32,54		CR:11	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Forcecage|Grease|Hold Monster|Magic Missile|Slow|Wall of Force|Web	BONUS:VAR|FastHealing|10	ABILITY:Special Ability|AUTOMATIC|Immunity To Fire								
Julajimus			STARTFEATS:1	SIZE:H	MOVE:Walk,50	FACE:15	REACH:10	VISION:Darkvision (60')		PREALIGN:NE	AUTO:LANG|Common		BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Disguise|10|TYPE=Racial				BONUS:STAT|STR|18	BONUS:STAT|DEX|4	BONUS:STAT|CON|10	BONUS:STAT|INT|2		BONUS:STAT|CHA|4			MONCSKILL:Climb|Disguise|Intimidate|Jump|Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,3d10|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,3d8		ABILITY:Special Ability|AUTOMATIC|Fear Aura|Julajimus Fear Aura	ABILITY:Special Ability|AUTOMATIC|Roar	ABILITY:Special Ability|AUTOMATIC|Stunning	ABILITY:Special Ability|AUTOMATIC|Immunity to Enchantment	ABILITY:Special Ability|AUTOMATIC|Polymorph Self	ABILITY:Special Ability|AUTOMATIC|Vulnerability To Sunlight		DR:10/Magic		MONSTERCLASS:Aberration:16	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:16,32,48		CR:12	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Resistance To Fire	BONUS:VAR|FireResistanceBonus|10	ABILITY:SPECIAL Ability|AUTOMATIC|Julajimus Skills							
Kopru			STARTFEATS:1	SIZE:M	MOVE:Walk,5,Swim,40	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:CE	AUTO:LANG|Common|Aquan		BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|4			BONUS:STAT|WIS|2				MONCSKILL:Concentration|Escape Artist|Move Silently|Search|Swim									LEGS:0	HANDS:2				NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Constrict	ABILITY:Special Ability|AUTOMATIC|Dominate Person	ABILITY:Special Ability|AUTOMATIC|Improved Grab							MONSTERCLASS:Monstrous Humanoid:8	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Aquatic	TYPE:Monstrous Humanoid					HITDICEADVANCEMENT:10,12	LEVELADJUSTMENT:4	CR:6	SOURCEPAGE:MM2											
Leechwalker			STARTFEATS:1	SIZE:M	MOVE:Walk,30,Swim,20	FACE:5	REACH:5			PREALIGN:TN			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8		BONUS:STAT|CON|6		BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4												LEGS:2	HANDS:2				NATURALATTACKS:Tentacle Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Blood Drink ~ Leechwalker	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Wounding	ABILITY:Special Ability|AUTOMATIC|All-Around Vision	ABILITY:Special Ability|AUTOMATIC|Immunity To Non-lethal Damage	ABILITY:Special Ability|AUTOMATIC|Immunity To Ability Drain		DR:10/Piercing or Slashing		MONSTERCLASS:Vermin:13	RACETYPE:Vermin		TYPE:Vermin	TEMPLATE:Mindless				HITDICEADVANCEMENT:26,39		CR:10	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Immunity To Death from Massive Damage									
Animal (Eagle/Legendary)	OUTPUTNAME:Legendary Eagle		STARTFEATS:1	SIZE:S	MOVE:Walk,10,Fly,100	FACE:5	REACH:5	VISION:Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Spot|12|TYPE=Racial				BONUS:STAT|STR|4	BONUS:STAT|DEX|20	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|2			MONCSKILL:Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Legendary Eagle Skills									MONSTERCLASS:Animal (Will):12	RACETYPE:Animal	RACESUBTYPE:Legendary	TYPE:Animal					HITDICEADVANCEMENT:24		CR:6	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|3								
Animal (Ape/Legendary)	OUTPUTNAME:Legendary Ape		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Climb,20	FACE:5	REACH:5	VISION:Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|20	BONUS:STAT|DEX|6	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|6				MONCSKILL:Climb|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Rend	ABILITY:Special Ability|AUTOMATIC|Scent								MONSTERCLASS:Animal (Will):13	RACETYPE:Animal	RACESUBTYPE:Legendary	TYPE:Animal					HITDICEADVANCEMENT:26		CR:7	SOURCEPAGE:MM2											
Animal (Wolf/Legendary)	OUTPUTNAME:Legendary Wolf		STARTFEATS:1	SIZE:M	MOVE:Walk,60	FACE:5	REACH:5	VISION:Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Listen,Move Silently,Spot|2|TYPE=Racial	BONUS:SKILL|Hide|4|TYPE=Racial	BONUS:SKILL|Survival|8|TYPE=Racial		BONUS:STAT|STR|14	BONUS:STAT|DEX|18	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2			MONCSKILL:Hide|Move Silently|Spot|Survival									LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Trip	ABILITY:Special Ability|AUTOMATIC|Scent	ABILITY:Special Ability|AUTOMATIC|Legendary Wolf Skills							MONSTERCLASS:Animal (Will):14	RACETYPE:Animal	RACESUBTYPE:Legendary	TYPE:Animal					HITDICEADVANCEMENT:30		CR:7	SOURCEPAGE:MM2											
Animal (Snake/Legendary)	OUTPUTNAME:Legendary Snake		STARTFEATS:1	SIZE:L	MOVE:Walk,30,Climb,30,Swim,30	FACE:10	REACH:10	VISION:Low-light		PREALIGN:TN			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide,Listen,Spot|8|TYPE=Racial	BONUS:SKILL|Balance|16|TYPE=Racial	BONUS:SKILL|Climb|max(STR,DEX)-STR		BONUS:STAT|STR|16	BONUS:STAT|DEX|14	BONUS:STAT|CON|14	BONUS:STAT|INT|-10	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Balance|Climb|Hide|Listen|Spot|Swim									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Constrict	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Poison	ABILITY:Special Ability|AUTOMATIC|Scent						MONSTERCLASS:Animal (Will):16	RACETYPE:Animal	RACESUBTYPE:Legendary	TYPE:Animal					HITDICEADVANCEMENT:32		CR:8	SOURCEPAGE:MM2											
Animal (Horse/Legendary)	OUTPUTNAME:Legendary Horse		STARTFEATS:1	SIZE:L	MOVE:Walk,80	FACE:5	REACH:5	VISION:Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18	BONUS:STAT|DEX|4	BONUS:STAT|CON|16	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4				MONCSKILL:Listen|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Hoof,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Scent|Training ~ Horse									MONSTERCLASS:Animal (Will):18	RACETYPE:Animal	RACESUBTYPE:Legendary	TYPE:Animal					HITDICEADVANCEMENT:36		CR:8	SOURCEPAGE:MM2											
Animal (Bear/Legendary)	OUTPUTNAME:Legendary Bear		STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	VISION:Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|26	BONUS:STAT|DEX|4	BONUS:STAT|CON|14	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2			MONCSKILL:Listen|Spot|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab									MONSTERCLASS:Animal (Will):20	RACETYPE:Animal	RACESUBTYPE:Legendary	TYPE:Animal					HITDICEADVANCEMENT:40		CR:9	SOURCEPAGE:MM2											
Animal (Tiger/Legendary)	OUTPUTNAME:Legendary Tiger		STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:5	VISION:Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide,Move Silently|8|TYPE=Racial				BONUS:STAT|STR|22	BONUS:STAT|DEX|8	BONUS:STAT|CON|14	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4				MONCSKILL:Hide|Jump|Listen|Move Silently|Spot|Swim									LEGS:4	HANDS:0				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Pounce	ABILITY:Special Ability|AUTOMATIC|Rake	ABILITY:Special Ability|AUTOMATIC|Scent	ABILITY:Special Ability|AUTOMATIC|Legendary Tiger Skills					MONSTERCLASS:Animal (Will):26	RACETYPE:Animal	RACESUBTYPE:Legendary	TYPE:Animal					HITDICEADVANCEMENT:48		CR:10	SOURCEPAGE:MM2											
Animal (Shark/Legendary)	OUTPUTNAME:Legendary Shark		STARTFEATS:1	SIZE:H	MOVE:Swim,100	FACE:15	REACH:10	VISION:Low-Light		PREALIGN:TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18	BONUS:STAT|DEX|8	BONUS:STAT|CON|14	BONUS:STAT|INT|-10	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Listen|Spot|Swim									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Swallow Whole	ABILITY:Special Ability|AUTOMATIC|Keen Scent							MONSTERCLASS:Animal (Will):30	RACETYPE:Animal	RACESUBTYPE:Legendary|Aquatic	TYPE:Animal					HITDICEADVANCEMENT:60		CR:10	SOURCEPAGE:MM2	BONUS:VAR|KeenScentRange|180|TYPE=Base	BONUS:VAR|KeenScentBloodRadius|1|TYPE=Base									
Leviathan			STARTFEATS:1	SIZE:C	MOVE:Swim,90	FACE:100	REACH:15	VISION:Darkvision (60')|Low-light					BONUS:COMBAT|AC|22|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|30	BONUS:STAT|DEX|-4	BONUS:STAT|CON|20	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-6			MONCSKILL:Listen|Spot|Swim									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6	NATURALATTACKS:Tail Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6	ABILITY:Special Ability|AUTOMATIC|Gulp	ABILITY:Special Ability|AUTOMATIC|Ramming	ABILITY:Special Ability|AUTOMATIC|Swamping					DR:10/-		MONSTERCLASS:Magical Beast:32	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:48		CR:25	SOURCEPAGE:MM2											
