SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net																																																																						
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Dragon (Rust Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,150,Burrow,45	FACE:5	REACH:5			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Rust Dragon:9	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:11	LEVELADJUSTMENT:4	CR:4	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Rust Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,150,Burrow,45	FACE:5	REACH:5			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Rust Dragon:12	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:14	LEVELADJUSTMENT:5	CR:6	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Rust Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150,Burrow,45	FACE:10	REACH:5			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Rust Dragon:15	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:17		CR:8	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Rust Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150,Burrow,45	FACE:10	REACH:5			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|12		BONUS:STAT|CON|8	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Rust Dragon:18	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:20		CR:11	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Rust Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150,Burrow,45	FACE:15	REACH:10			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|16		BONUS:STAT|CON|10									AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Rust Dragon:21	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:23		CR:13	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Rust Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150,Burrow,45	FACE:15	REACH:10			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|10	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Rust Dragon:24	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:26		CR:15	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Rust Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150,Burrow,45	FACE:15	REACH:10			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|12	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Rust Dragon:27	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:29		CR:16	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Rust Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Fly,150,Burrow,45	FACE:15	REACH:10			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|12	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Rust Dragon:30	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:32		CR:17	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Rust Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200,Burrow,45	FACE:20	REACH:15			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Rust Dragon:33	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:35		CR:19	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Rust Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200,Burrow,45	FACE:20	REACH:15			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|26		BONUS:STAT|CON|16	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Rust Dragon:36	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:38		CR:20	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Rust Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Fly,200,Burrow,45	FACE:20	REACH:15			PREALIGN:LN,LE	LANGAUTO:Draconic								BONUS:STAT|STR|28		BONUS:STAT|CON|16	BONUS:STAT|INT|6	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d6											MONSTERCLASS:Rust Dragon:39	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:*		CR:22	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|1
Dragon (Styx Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,60,Swim,60,Burrow,20	FACE:5	REACH:5			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|2		BONUS:STAT|CON|2									AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6											MONSTERCLASS:Styx Dragon:5	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:7	LEVELADJUSTMENT:5	CR:3	SOURCEPAGE:Drac									
Dragon (Styx Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Swim,60,Burrow,20	FACE:5	REACH:5			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|4		BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Styx Dragon:8	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:10	LEVELADJUSTMENT:5	CR:4	SOURCEPAGE:Drac									
Dragon (Styx Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Swim,60,Burrow,20	FACE:5	REACH:5			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Styx Dragon:11	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:13	LEVELADJUSTMENT:5	CR:6	SOURCEPAGE:Drac									
Dragon (Styx Juvenile)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Swim,60,Burrow,20	FACE:10	REACH:5			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|8		BONUS:STAT|CON|6	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6											MONSTERCLASS:Styx Dragon:14	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:16	LEVELADJUSTMENT:6	CR:8	SOURCEPAGE:Drac									
Dragon (Styx Young Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Swim,60,Burrow,20	FACE:10	REACH:5			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|12		BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6											MONSTERCLASS:Styx Dragon:17	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:19		CR:10	SOURCEPAGE:Drac									
Dragon (Styx Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Swim,60,Burrow,20	FACE:15	REACH:10			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|16		BONUS:STAT|CON|10	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Styx Dragon:20	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:22		CR:12	SOURCEPAGE:Drac									
Dragon (Styx Mature Adult)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Swim,60,Burrow,20	FACE:15	REACH:10			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|18		BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|8						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Styx Dragon:23	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:25		CR:14	SOURCEPAGE:Drac									
Dragon (Styx Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Swim,60,Burrow,20	FACE:15	REACH:10			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|20		BONUS:STAT|CON|12	BONUS:STAT|INT|10	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Styx Dragon:26	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:28		CR:17	SOURCEPAGE:Drac									
Dragon (Styx Very Old)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,60,Swim,60,Burrow,20	FACE:15	REACH:10			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|22		BONUS:STAT|CON|12	BONUS:STAT|INT|12	BONUS:STAT|WIS|12	BONUS:STAT|CHA|12						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:7				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,2d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d8|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Styx Dragon:29	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:31		CR:18	SOURCEPAGE:Drac									
Dragon (Styx Ancient)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Swim,60,Burrow,20	FACE:20	REACH:15			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|24		BONUS:STAT|CON|14	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Styx Dragon:32	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:34		CR:19	SOURCEPAGE:Drac									
Dragon (Styx Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Swim,60,Burrow,20	FACE:20	REACH:15			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|26		BONUS:STAT|CON|16	BONUS:STAT|INT|14	BONUS:STAT|WIS|14	BONUS:STAT|CHA|14						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Styx Dragon:35	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:37		CR:20	SOURCEPAGE:Drac									
Dragon (Styx Great Wyrm)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,60,Swim,60,Burrow,20	FACE:20	REACH:15			PREALIGN:NE	LANGAUTO:Draconic								BONUS:STAT|STR|28		BONUS:STAT|CON|16	BONUS:STAT|INT|16	BONUS:STAT|WIS|16	BONUS:STAT|CHA|16						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:8				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6|Tail Twin Blade,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,4d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6|Crush,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,4d6|Tail Sweep,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8											MONSTERCLASS:Styx Dragon:38	RACETYPE:Dragon	RACESUBTYPE:Extraplanar|Aquatic	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:*		CR:22	SOURCEPAGE:Drac									
Dragon (Tarterian Wyrmling)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,60,Fly,150	FACE:5	REACH:5			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:5				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d4											MONSTERCLASS:Tarterian Dragon:8	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:10	LEVELADJUSTMENT:4	CR:5	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Tarterian Very Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150	FACE:10	REACH:5			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|10		BONUS:STAT|CON|6	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Tarterian Dragon:11	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:13	LEVELADJUSTMENT:5	CR:6	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
Dragon (Tarterian Young)	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,60,Fly,150	FACE:10	REACH:5			PREALIGN:NE,CE	LANGAUTO:Draconic								BONUS:STAT|STR|14		BONUS:STAT|CON|6	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6						AUTO:WEAPONPROF|TYPE.Simple						LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8											MONSTERCLASS:Tarterian Dragon:14	RACETYPE:Dragon	RACESUBTYPE:Extraplanar	TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:16	LEVELADJUSTMENT:6	CR:8	SOURCEPAGE:Drac									BONUS:VAR|Maneuverability|2
