SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Avascular Mass			TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=8		SCHOOL:Necromancy		DESCRIPTOR:Death|Evil	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:See text	SAVEINFO:Fort partial and Reflex negates; See text	SPELLRES:Yes	DESC:Reduce foe to half hp and stun foe for 1 round by purging blood vessel, which can trap creatures in 20-ft radius from victim.	SOURCEPAGE:SpC												
Avasculate			TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=7		SCHOOL:Necromancy		DESCRIPTOR:Death|Evil	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:Reduce foe to half hp and stun foe for 1 round by purging blood vessel.	SOURCEPAGE:SpC												
Avoid Planar Effects			TYPE:Arcane.Divine	CLASSES:Cleric=2|Druid=2|Sorcerer,Wizard=3		SCHOOL:Abjuration			COMPS:V	CASTTIME:1 immediate action	RANGE:20 ft.	TARGETAREA:One creature/level in a 20 ft radius burst centered on you.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:You gains temporary respite from the natural effects of a specific plane.	SOURCEPAGE:SpC												
Awaken (Mass)			TYPE:Divine	CLASSES:Druid=8		SCHOOL:Transmutation			COMPS:V, S, DF, XP	CASTTIME:24 hours	RANGE:Medium	TARGETAREA:One animal or tree/3 level, no  two of which are more than 30 ft. Apart.		DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:Yes	DESC:You awaken one or more trees or animals to humanlike sentience.	SOURCEPAGE:SpC			XPCOST:250									
Awaken Construct			TYPE:Arcane.Divine	CLASSES:Cleric=9|Sorcerer,Wizard=9		SCHOOL:Transmutation			COMPS:V, S, M, XP	CASTTIME:8 hours	RANGE:Touch	TARGETAREA:One construct.		DURATION:Instantaneous	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You awaken one humanoid shaped construct to humanlike sentience.	SOURCEPAGE:SpC			XPCOST:5000									
Awaken Sin			TYPE:Divine	CLASSES:Cleric=3|Paladin=2		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Fear|Good|Mind-Affecting	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One evil creature with intelligence 3+		DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:The subject immediately takes 1d6 points of nonlethal damage per level (max 10d6) and is stunned for 1 round. If this knocks the subjects unconscious it also takes 1d6 points of Wisdom damage.	SOURCEPAGE:SpC												
Awaken Undead			TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=7		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, M, XP	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:All mindless undead within a circle with a radius of 25 ft + 5 ft/2 levels.		DURATION:Instantaneous	SAVEINFO:None (harmless)	SPELLRES:No	DESC:The spell grants intelligence to mindless undead.	SOURCEPAGE:SpC			XPCOST:250									
Axiomatic Storm			TYPE:Divine	CLASSES:Cleric=3|Paladin=3		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Lawful|Water	COMPS:V, S, M, DF	CASTTIME:1 standard action	RANGE:20 ft.	TARGETAREA:Cylinder (20-ft radius, 20 ft high)		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Lawful-aligned rain falls in 20-ft radius.	SOURCEPAGE:SpC												
Axiomatic Water			TYPE:Divine	CLASSES:Cleric=1|Paladin=1		SCHOOL:Transmutation		DESCRIPTOR:Lawful	COMPS:V, S, M	CASTTIME:1 minute	RANGE:Touch	TARGETAREA:Flask of water touched		DURATION:Instantaneous	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:Makes lawful-aligned axiomatic water.	SOURCEPAGE:SpC		COST:25										
Babau Slime			TYPE:Arcane.Divine	CLASSES:Druid=1|Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:The subject secretes slimy red layer of jelly. Unarmed strike, touch attack with natural weapons that hits the subject takes 1d8 acid damage.	SOURCEPAGE:SpC												
Backbitter			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Necromancy			COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One weapon.		DURATION:1 round/level or until discharged	SAVEINFO:Will negates (object); See text.	SPELLRES:Yes	DESC:The next time the target weapon is used to make a melee attack, the weapon strikes the wielder instead.	SOURCEPAGE:SpC												
Backlash			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:10 minutes/level or until discharged	SAVEINFO:Will negates	SPELLRES:Yes	DESC:the first time the target cast a spell or use a spell like ability, the magic fails and the target takes 1d6 damage/level of the spell cast.	SOURCEPAGE:SpC												
Balancing Lorecall			TYPE:Arcane.Divine	CLASSES:Druid=2|Ranger=2|Sorcerer,Wizard=2		SCHOOL:Divination			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:You gains +4 insight bonus on balance checks.	SOURCEPAGE:SpC												
Baleful Transposition			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Conjuration	SUBSCHOOL:Teleportation		COMPS:V	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Two creatures of up to large size.		DURATION:Instantaneous	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Two target creatures instantly swap positions.	SOURCEPAGE:SpC												
Ball Lightning			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Evocation		DESCRIPTOR:Electricity	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One lightning ball.		DURATION:1 round/level	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Moving lightning ball that deals 1d6 electricity damage/level (max 15d6).	SOURCEPAGE:SpC												
Balor Nimbus			TYPE:Arcane.Divine	CLASSES:Cleric=2|Sorcerer,Wizard=2		SCHOOL:Transmutation			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You surround yourself in flames that deals 6d6 fire damage to any creature that is grappling you.	SOURCEPAGE:SpC												
Band of Steel			TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One Medium or smaller creature.		DURATION:1 round/level	SAVEINFO:Reflex partial	SPELLRES:No	DESC:Immobilize the target.	SOURCEPAGE:SpC												
Barghest's Feast			TYPE:Arcane.Divine	CLASSES:Cleric=6|Sorcerer,Wizard=7		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 full round	RANGE:Touch	TARGETAREA:Corpse touched.		DURATION:Instantaneous	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:Destroy the remains of a dead person or creature preventing any form of raising or resurrection that require part of the corpse.	SOURCEPAGE:SpC												
Battering Ram			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One object or creature.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:You create a ramlike force that can strike with considerable power.	SOURCEPAGE:SpC												
Battle Hymn			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=4		SCHOOL:Enchantment	SUBSCHOOL:Charm	DESCRIPTOR:Mind-Affecting	COMPS:V, S	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:All allies within 30-ft.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Inspire all creatures in the area that are friendly to you.	SOURCEPAGE:SpC												
Beast Claws			TYPE:Divine	CLASSES:Druid=1		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:You gain two claw attacks.	SOURCEPAGE:SpC												
Beastland Ferocity			TYPE:Arcane.Divine	CLASSES:Bard=1|Druid=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:The subject becomes such a tenacious combatant that continue to fight without penalty even while disabled or dying. While between -1 and -9 hp the creature gain +4 enhancement bonus on STR.	SOURCEPAGE:SpC							TEMPBONUS:ANYPC|STAT|STR|4|TYPE=Enhancement					
Beget Bogun			TYPE:Divine	CLASSES:Druid=1		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S, M, XP	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Tiny construct.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Infuse living magic into a small mannequin that you have created from vegetable matter.	SOURCEPAGE:SpC												
Belker Claws			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Transmutation		DESCRIPTOR:Air	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Touch attack deals 2d12 points of damage.	SOURCEPAGE:SpC												
Bening Transposition			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Conjuration	SUBSCHOOL:Teleportation		COMPS:V	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Two willing creatures of up to Large size.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Two target creatures instantly swap positions.	SOURCEPAGE:SpC												
Bestow Curse (Greater)			TYPE:Arcane.Divine	CLASSES:Cleric=7|Sorcerer,Wizard=8		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:Permanent	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Curse the target.	SOURCEPAGE:SpC												
Binding Winds			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Evocation		DESCRIPTOR:Air	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:Concentration	SAVEINFO:Reflex negates	SPELLRES:No	DESC:The subject can act normally but cannot move from its current location.	SOURCEPAGE:SpC												
Bite of the King			TYPE:Divine			SCHOOL:Necromancy			COMPS:V	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One living creature of a size that does not exceed caster's.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:You can send a creature to a pocket dimension with a melee touch attack.	SOURCEPAGE:SpC												
Bite of the Werebear			TYPE:Arcane.Divine	CLASSES:Druid=6|Sorcerer,Wizard=7		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-bear creature.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|16|TYPE=Enhancement		TEMPBONUS:PC|STAT|DEX|2|TYPE=Enhancement	TEMPBONUS:PC|STAT|CON|8|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|7|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWerebear|1
Bite of the Wereboar			TYPE:Arcane.Divine	CLASSES:Druid=4|Sorcerer,Wizard=5		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-boar creature.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|4|TYPE=Enhancement			TEMPBONUS:PC|STAT|CON|6|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|8|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWereboar|1
Bite of the Wererat			TYPE:Arcane.Divine	CLASSES:Druid=2|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-rat creature.	SOURCEPAGE:SpC									TEMPBONUS:PC|STAT|DEX|6|TYPE=Enhancement	TEMPBONUS:PC|STAT|CON|2|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|3|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWererat|1
Bite of the Weretiger			TYPE:Arcane.Divine	CLASSES:Druid=5|Sorcerer,Wizard=6		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-tiger creature.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|12|TYPE=Enhancement		TEMPBONUS:PC|STAT|DEX|4|TYPE=Enhancement	TEMPBONUS:PC|STAT|CON|6|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|5|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWeretiger|1
Bite of the Werewolf			TYPE:Arcane.Divine	CLASSES:Druid=3|Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You become an half-wolf creature.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|STR|2|TYPE=Enhancement		TEMPBONUS:PC|STAT|DEX|4|TYPE=Enhancement	TEMPBONUS:PC|STAT|CON|4|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|4|TYPE=NaturalArmorEnhancement	TEMPBONUS:PC|VAR|SpellBiteOfTheWerewolf|1
Black Blade of Disaster			TYPE:Arcane	CLASSES:Sorcerer,Wizard=9		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Sword-shaped planar rift.		DURATION:Concentration, up to 1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:You create a black blade-shaped planar rift about 3 feet long.	SOURCEPAGE:SpC												
Blackfire			TYPE:Arcane	CLASSES:Sorcerer,Wizard=8		SCHOOL:Necromancy		DESCRIPTOR:Evil	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Ray.		DURATION:1 round/level	SAVEINFO:Fort partial and Reflex negates; See text	SPELLRES:Yes	DESC:Target engulfed in black flame, take 1d4 Con damage and becomes nauseated; flames and effects can spread to adjacent living creatures	SOURCEPAGE:SpC												
Blacklight			TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=3		SCHOOL:Evocation		DESCRIPTOR:Darkness	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:20-ft-radius emanation, centered on a creature, object or point in space.		DURATION:1 round/level	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:You create an area of total darkness.	SOURCEPAGE:SpC												
Blade of Pain and Fear			TYPE:Arcane.Divine	CLASSES:Assassin=2|Blackguard=2|Cleric=3|Sorcerer,Wizard=3		SCHOOL:Evocation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:Swordlike column of gnashing teeth.		DURATION:1 round/level	SAVEINFO:Will partial	SPELLRES:Yes	DESC:Creates blade of gnashing teeth.	SOURCEPAGE:SpC												
Blade Storm			TYPE:Divine	CLASSES:Ranger=3		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:You can take a full-round action to make one attack with each melee weapon you wield against every foe  within reach.	SOURCEPAGE:SpC												
Blade Thirst			TYPE:Divine	CLASSES:Ranger=3		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:One slashing weapon.		DURATION:1 round/level	SAVEINFO:None (object)	SPELLRES:No	DESC:You grant a slashing weapon a +3 enhancement bonus.	SOURCEPAGE:SpC												
Blades of Fire			TYPE:Arcane.Divine	CLASSES:Ranger=1|Sorcerer,Wizard=1		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Fire	COMPS:V	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:Up to two melee weapons you are wielding.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:You melee weapon deals an extra 1d8 fire damage. Stack with any energy damage the weapon already has.	SOURCEPAGE:SpC												
Bladeweave			TYPE:Arcane.Divine	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Illusion	SUBSCHOOL:Pattern		COMPS:V	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:See text	SPELLRES:See text	DESC:Choose a target to daze.	SOURCEPAGE:SpC												
Blast of Flame			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Fire	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped burst.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:No	DESC:1d6 fire damage/level (max 10d6) to any creature in the area.	SOURCEPAGE:SpC												
Blast of Force			TYPE:Arcane.Divine	CLASSES:Sorcerer,Wizard=2		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:1d6 damage/2 level (max 5d6) to target creature hit by a ranged touch attack.	SOURCEPAGE:SpC												
Bless Weapon (Swift)	OUTPUTNAME:Bless Weapon, Swift		TYPE:Divine	CLASSES:Paladin=1		SCHOOL:Transmutation			COMPS:V	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Weapon strikes true against evil foes.	SOURCEPAGE:SpC												
Blessed Aim			TYPE:Divine	CLASSES:Blackguard=1|Cleric=1|Paladin=1		SCHOOL:Divination			COMPS:V, S	CASTTIME:1 standard action	RANGE:50-ft.	TARGETAREA:50-ft-radius spread, centered on you.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:No	DESC:+2 morale bonus on ranged attack rolls.	SOURCEPAGE:SpC												
Blessing of Bahamut			TYPE:Divine	CLASSES:Paladin=3		SCHOOL:Abjuration		DESCRIPTOR:Good	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You gain 10/Magic damage reduction.	SOURCEPAGE:SpC												
Blinding Breath			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation		DESCRIPTOR:Light	COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:Your breath weapon.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Your breath weapon blind targets.	SOURCEPAGE:SpC												
Blinding Spittle			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One missile of spit.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:You spit with a ranged touch attack with -4 penalty a caustic saliva that blinds the target. 	SOURCEPAGE:SpC												
Blindsight			TYPE:Divine	CLASSES:Cleric=3|Druid=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You gain Blindsight (30').	SOURCEPAGE:SpC												
Blindsight (Greater)	OUTPUTNAME:Blindsight, Greater		TYPE:Divine	CLASSES:Cleric=4|Druid=4		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:You gain Blindsight (60').	SOURCEPAGE:SpC												
Blink (Greater)			TYPE:Arcane	CLASSES:Bard=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Controlled blinking between the Material and Ethereal Planes grants defenses for 1 round/level.	SOURCEPAGE:SpC												
Blistering Radiance			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Fire|Light	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:50-ft-radius spread.		DURATION:1 round/level	SAVEINFO:None and Fortitude partial; See text	SPELLRES:Yes	DESC:All creature in the area are dazzled.	SOURCEPAGE:SpC												
Blood Frenzy			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Any creature with the rage ability.		DURATION:Special; See text	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target creature enter rage but does not count toward the creature's number of rage attempts per day.	SOURCEPAGE:SpC												
Blood Sirocco			TYPE:Divine	CLASSES:Druid=6		SCHOOL:Evocation			COMPS:V, S	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped emanation centered on you or on a point in space.		DURATION:1 round/level	SAVEINFO:Fort negates; See text	SPELLRES:Yes	DESC:Windstorm blows from your location.	SOURCEPAGE:SpC												
