SOURCELONG:Monster Manual 3	SOURCESHORT:MM3	SOURCEWEB:http://www.gozzilioni.net																																																																						
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|					Spell Res.	Damage Reduction		MONSTERCLASS:	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Phoera			STARTFEATS:1	SIZE:M	MOVE:Walk,20,Fly,60	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:TN			BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4			MONCSKILL:Listen|Spot					AUTO:FEAT|Alertness				LEGS:2	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Fire,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing.Fire,*2,1d4		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Line of Fire|Heat|Ignite	ABILITY:Special Ability|AUTOMATIC|Healing Fire|Rise from the Ashes|Immunity To Disease|Immunity To Poison				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Magical Beast:3	RACETYPE:Magical Beast	RACESUBTYPE:Fire	TYPE:Magical Beast	TEMPLATE:Magical Beast		TEMPLATE:Fire		HITDICEADVANCEMENT:9		CR:3	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|3	BONUS:VAR|BreathWeaponLine|30	BONUS:VAR|BreathWeaponDice|5	DEFINE:BreathWeaponDamageDie|4				
Vazalkyon			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:CG			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|6	BONUS:STAT|CON|4		BONUS:STAT|WIS|2	BONUS:STAT|CHA|6			MONCSKILL:Concentration|Listen|Spot|Survival			AUTO:WEAPONPROF|Falchion		AUTO:FEAT|Alertness|Great Fortitude				LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Death Throes|Freeze (Ex)	ABILITY:Special Ability|AUTOMATIC|Healing Cold|Rise from the Ashes|Immunity To Disease|Immunity To Poison					SR:18			MONSTERCLASS:Monstrous Humanoid:7	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Cold	TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid		TEMPLATE:Cold			LEVELADJUSTMENT:5	CR:6	SOURCEPAGE:MM3, pag 122	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Light|Scorching Ray,12+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=10|Produce Flame	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Fire Shield						
Vazalka			STARTFEATS:1	SIZE:M	MOVE:Walk,20,Fly,60	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:TN			BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4			MONCSKILL:Listen|Spot					AUTO:FEAT|Alertness				LEGS:2	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Cold,*1,1d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing.Cold,*2,1d4		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Line of Cold|Chill	ABILITY:Special Ability|AUTOMATIC|Healing Cold|Rise from the Ashes|Immunity To Disease|Immunity To Poison|Shivering Strike				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Magical Beast:3	RACETYPE:Magical Beast	RACESUBTYPE:Cold	TYPE:Magical Beast	TEMPLATE:Magical Beast		TEMPLATE:Cold		HITDICEADVANCEMENT:9		CR:3	SOURCEPAGE:MM3, pag 122		BONUS:VAR|Maneuverability|3	BONUS:VAR|BreathWeaponLine|30	BONUS:VAR|BreathWeaponDice|5	DEFINE:BreathWeaponDamageDie|4				
Plague Brush				SIZE:C	MOVE:Walk,60	FACE:30	REACH:30	VISION:Low-light		PREALIGN:TN			BONUS:COMBAT|AC|19|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|24		BONUS:STAT|CON|16															LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Greensickness|Scoop|Trample	ABILITY:Special Ability|AUTOMATIC|Airy								MONSTERCLASS:Plant:31	RACETYPE:Plant	RACESUBTYPE:Extraplanar	TYPE:Plant	TEMPLATE:Plant	TEMPLATE:Extraplanar			HITDICEADVANCEMENT:62		CR:17	SOURCEPAGE:MM3									
Plague Spewer				SIZE:H	MOVE:Walk,40	FACE:15	REACH:15	VISION:Darkvision (60')		PREALIGN:NE			BONUS:COMBAT|AC|16|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|20	BONUS:STAT|DEX|-2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|6												LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Plague (Su)|Vomit Rat Swarm							DR:10/Slashing		MONSTERCLASS:Undead:16	RACETYPE:Undead		TYPE:Undead	TEMPLATE:Undead|Mindless				HITDICEADVANCEMENT:32,48		CR:10	SOURCEPAGE:MM3									
Protean Scourge			STARTFEATS:1	SIZE:M	MOVE:Walk,40,Climb,10	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:NE	LANGAUTO:Common,Infernal,Abyssal		BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial	BONUS:SKILL|Bluff,Disguise,Intimidate,Listen,Spot|4|TYPE=Racial			BONUS:STAT|STR|10	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Bluff|Climb|Concentration|Diplomacy|Disguise|Escape Artist|Gather Information|Intimidate|Listen|Sense Motive|Spot|Use Rope			AUTO:WEAPONPROF|Scythe						LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Gore,Weapon.Natural.Melee.Finesseable.Piercing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Split	ABILITY:Special Ability|AUTOMATIC|Change Shape|Powerful Charge|Immunity To Petrification|Immunity To Poison|Resistance To Cold			ABILITY:Special Ability|AUTOMATIC|Protean Scourge Skills		SR:24	DR:10/Silver		MONSTERCLASS:Protean Scourge:13	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Shapechanger	TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid	TEMPLATE:Shapechanger					CR:12	SOURCEPAGE:MM3		BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|ElectricityResistanceBonus|10						
Quaraphon		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:5	VISION:Darkvision (60')			LANGAUTO:Giant		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|10		BONUS:STAT|CON|12	BONUS:STAT|INT|-4	BONUS:STAT|WIS|4				MONCSKILL:Intimidate|Jump|Listen|Spot|Survival									LEGS:4	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6|Hoof,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Deafening Bellow									MONSTERCLASS:Aberration:9	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration					LEVELADJUSTMENT:5	CR:5	SOURCEPAGE:MM3									
Drake (Rage)	OUTPUTNAME:[NAME] Drake		STARTFEATS:1	SIZE:L	MOVE:Walk,60	FACE:10	REACH:5	VISION:Blindsense (30')|Darkvision (60')|Low-light			LANGAUTO:Common,Draconic		BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Spot,Listen|4|TYPE=Racial				BONUS:STAT|STR|16	BONUS:STAT|DEX|6	BONUS:STAT|CON|12	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2				MONCSKILL:Hide|Jump|Listen|Move Silently|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab|Pounce|Rage|Rake|Worry	ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep|Immunity To Paralysis			ABILITY:Special Ability|AUTOMATIC|Training ~ Rage Drake					MONSTERCLASS:Dragon:14	RACETYPE:Dragon		TYPE:Dragon	TEMPLATE:Dragon				HITDICEADVANCEMENT:28,42		CR:9	SOURCEPAGE:MM3		BONUS:VAR|RageTimes|4							
Ragewalker			STARTFEATS:1	SIZE:L	MOVE:Walk,50	FACE:10	REACH:10	VISION:Low-light		PREALIGN:NE	LANGAUTO:Common,Abyssal,Infernal		BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|14	BONUS:STAT|CON|8		BONUS:STAT|WIS|4	BONUS:STAT|CHA|14			MONCSKILL:Diplomacy|Hide|Jump|Listen|Move Silently|Sense Motive|Spot		AUTO:ARMORPROF|Ragewalker Armor	AUTO:WEAPONPROF|Chain (Spiked)	AUTO:EQUIP|Ragewalker Armor					LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Basic Turning|Rebuke Living Spell|Induce Blood Frenzy|Weapon Cloud	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Grafted Armor|Repel Missiles					SR:26	DR:10/Cold Iron		MONSTERCLASS:Fey:22	RACETYPE:Fey		TYPE:Fey	TEMPLATE:Fey						CR:14	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=3|CASTERLEVEL=20|Blade Barrier,15+CHA|Bull's Strength|Magic Weapon (Greater)|Wall of Fire	BONUS:VAR|TurnTimesBase|3+CHA|TYPE=Base	BONUS:VAR|TurnCheckBase|CHA|TYPE=Base	BONUS:VAR|TurnLevelBase|HD/2|TYPE=Level.REPLACE	BONUS:VAR|TurnDamagePlusBase|HD/2|TYPE=Level.REPLACE	BONUS:VAR|FastHealing|5			
Rakshasa (Ak'Chazar)	OUTPUTNAME:Rakshasa, [NAME]	FAVCLASS:Sorcerer	STARTFEATS:1	SIZE:M	MOVE:Walk,40,Fly,40	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:LE	LANGAUTO:Common,Infernal,Undercommon		BONUS:COMBAT|AC|13|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Bluff,Diplomacy,Intimidate|4|TYPE=Racial				BONUS:STAT|STR|4	BONUS:STAT|DEX|10	BONUS:STAT|CON|8	BONUS:STAT|INT|8	BONUS:STAT|WIS|8	BONUS:STAT|CHA|12			MONCSKILL:Bluff|Concentration|Diplomacy|Disguise|Escape Artist|Gather Information|Hide|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Listen|Move Silently|Sense Motive|Spellcraft|Spot|Survival|Use Rope									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Pain Wave|Basic Turning|Rebuke Undead	ABILITY:Special Ability|AUTOMATIC|Change Shape				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	SR:31	DR:15/Good and Piercing		MONSTERCLASS:Rakshasa Akchazar:17	RACETYPE:Outsider	RACESUBTYPE:Native	TYPE:Outsider	TEMPLATE:Outsider					LEVELADJUSTMENT:5	CR:15	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=3|CASTERLEVEL=20|Animate Dead	BONUS:VAR|TurnTimesBase|3+CHA|TYPE=Base	BONUS:VAR|TurnCheckBase|CHA|TYPE=Base	BONUS:VAR|TurnLevelBase|20|TYPE=Level.REPLACE	BONUS:VAR|TurnDamagePlusBase|10|TYPE=Level.REPLACE	SPELLS:Innate|TIMES=1|CASTERLEVEL=20|Control Undead,17+CHA|Create Undead	SPELLS:Innate|TIMES=1|CASTERLEVEL=20|Create Greater Undead|Magic Jar,15+CHA|Trap the Soul,18+CHA	BONUS:VAR|Maneuverability|3	
Rakshasa (Naztharune)	OUTPUTNAME:Rakshasa, [NAME]	FAVCLASS:Rogue	STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:LE	LANGAUTO:Common,Infernal,Undercommon	LANGBONUS:Sylvan	BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Bluff,Disguise|4|TYPE=Racial				BONUS:STAT|STR|4	BONUS:STAT|DEX|10	BONUS:STAT|CON|8	BONUS:STAT|INT|4		BONUS:STAT|CHA|4			MONCSKILL:Balance|Bluff|Disguise|Escape Artist|Hide|Listen|Move Silently|Search|Spot|Tumble		AUTO:ARMORPROF|Chain Shirt	AUTO:WEAPONPROF|Sword (Short)|Shortbow	AUTO:EQUIP|Mithral Shirt|Sword (Short)|Shortbow (Composite)|Sword (Short)					LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4		ABILITY:Special Ability|AUTOMATIC|Detect Thoughts|Sneak Attack	ABILITY:Special Ability|AUTOMATIC|Change Shape|Evasion|Hide in Plain Sight (Su)|Improved Evasion|Uncanny Dodge ~ Base|Shadow Jump					SR:21	DR:15/Good and Piercing		MONSTERCLASS:Outsider:11	RACETYPE:Outsider	RACESUBTYPE:Native	TYPE:Outsider	TEMPLATE:Outsider					LEVELADJUSTMENT:5	CR:11	SOURCEPAGE:MM3		BONUS:VAR|EvasionUsable,ImprovedEvasionUsable|1|TYPE=Prerequisite	BONUS:VAR|UncannyDodgeLevel|2	BONUS:VAR|UncannyDodgeFlankingLevel|HD|TYPE=EachClass.STACK	BONUS:VAR|ShadowJump|20	BONUS:VAR|ShadowJumpProgression|1	BONUS:VAR|SneakAttack|(HD+1)/2		
Redcap			STARTFEATS:1	SIZE:S	MOVE:Walk,30	FACE:5	REACH:5	VISION:Low-light		PREALIGN:CE	LANGAUTO:Common,Sylvan		BONUS:COMBAT|AC|1|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|2	BONUS:STAT|CON|4		BONUS:STAT|WIS|2	BONUS:STAT|CHA|2			MONCSKILL:Hide|Intimidate|Listen|Move Silently|Spot|Survival			AUTO:WEAPONPROF|Scythe|Sling	AUTO:EQUIP|Scythe|Sling					LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Eldritch Stone|Powerful Build							DR:5/Cold Iron		MONSTERCLASS:Fey:4	RACETYPE:Fey		TYPE:Fey	TEMPLATE:Fey				HITDICEADVANCEMENT:20	LEVELADJUSTMENT:4	CR:2	SOURCEPAGE:MM3									
Rejkar			STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:5	VISION:Darkvision (60')			LANGAUTO:Abyssal,Common,Dwarven,Giant,Goblin,Infernal		BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Search,Spot,Sense Motive|2|TYPE=Racial				BONUS:STAT|STR|6		BONUS:STAT|CON|6	BONUS:STAT|INT|10	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Bluff|Concentration|Craft (Armorsmithing)|Craft (Carpentry)|Craft (Weaponsmithing)|Diplomacy|Disguise|Hide|Intimidate|Listen|Move Silently|Search|Sense Motive|Spot|Survival									LEGS:4	HANDS:0				NATURALATTACKS:Gore,Weapon.Natural.Melee.Finesseable.Piercing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Freezing Gaze	ABILITY:Special Ability|AUTOMATIC|Heroes Feast (Sp/week)						DR:5/Magic		MONSTERCLASS:Outsider:5	RACETYPE:Outsider	RACESUBTYPE:Cold	TYPE:Outsider	TEMPLATE:Outsider		TEMPLATE:Cold		HITDICEADVANCEMENT:15	LEVELADJUSTMENT:6	CR:5	SOURCEPAGE:MM3		BONUS:VAR|HeroesFeastTimes|1	BONUS:VAR|HeroesFeastLVL|11						
Roper (Prismatic)	OUTPUTNAME:Roper, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,10	FACE:10	REACH:20	VISION:Tremorsense (60')|Darkvision (60')		PREALIGN:TN			BONUS:COMBAT|AC|11|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|12	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4			MONCSKILL:Hide|Listen|Move Silently|Spot									LEGS:1	HANDS:7				NATURALATTACKS:Tentalce,Weapon.Natural.Melee.Finesseable.Slashing.Poison,*4,1d6		ABILITY:Special Ability|AUTOMATIC|Color Spray (Sp)|Hypnotic Coloration	ABILITY:Special Ability|AUTOMATIC|Poison			ABILITY:Special Ability|AUTOMATIC|Prismatic Roper Skills					MONSTERCLASS:Aberration:9	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:18,27		CR:9	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=1|CASTERLEVEL=9|Color Spray,11+CHA								
Rot Reaver			STARTFEATS:1	SIZE:M	MOVE:Walk,30,Climb,20	FACE:5	REACH:5	VISION:Darkvision (60')			LANGAUTO:Common		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6			MONCSKILL:Climb|Listen|Sense Motive|Spot			AUTO:WEAPONPROF|Handaxe	AUTO:EQUIP|Rot Reaver's Cleaver|Rot Reaver's Cleaver					LEGS:2	HANDS:2				NATURALATTACKS:Cancerous Tongue Touch,Weapon.Natural.Melee.Finesseable.Touch,*1,0		ABILITY:Special Ability|AUTOMATIC|Cleaver Mastery|Basic Turning|Rebuke Undead|Wound Rot	ABILITY:Special Ability|AUTOMATIC|Animate Dead|Drain Unlife|Immunity To Energy Drain			ABILITY:Special Ability|AUTOMATIC|Rot Reaver Skills					MONSTERCLASS:Aberration:10	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:20,30		CR:6	SOURCEPAGE:MM3		BONUS:VAR|TurnTimesBase|3+CHA|TYPE=Base	BONUS:VAR|TurnCheckBase|CHA|TYPE=Base	BONUS:VAR|TurnLevelBase|10|TYPE=Level.REPLACE	BONUS:VAR|TurnDamagePlusBase|5|TYPE=Level.REPLACE				
Rot Reaver (Necrothane)	OUTPUTNAME:Rot Reaver, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40,Climb,20	FACE:5	REACH:5	VISION:Darkvision (60')			LANGAUTO:Common		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|8	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Climb|Diplomacy|Listen|Sense Motive|Spot		AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium|ARMORTYPE=Heavy	AUTO:WEAPONPROF|Handaxe	AUTO:EQUIP|Rot Reaver's Cleaver|Rot Reaver's Cleaver|Rot Reaver's Full Plate					LEGS:2	HANDS:2				NATURALATTACKS:Cancerous Tongue Touch,Weapon.Natural.Melee.Finesseable.Touch,*1,0		ABILITY:Special Ability|AUTOMATIC|Cleaver Mastery|Basic Turning|Rebuke Undead|Wound Rot	ABILITY:Special Ability|AUTOMATIC|Animate Dead|Drain Unlife|Immunity To Energy Drain			ABILITY:Special Ability|AUTOMATIC|Rot Reaver Skills					MONSTERCLASS:Aberration:20	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration						CR:12	SOURCEPAGE:MM3		BONUS:VAR|TurnTimesBase|3+CHA|TYPE=Base	BONUS:VAR|TurnCheckBase|CHA|TYPE=Base	BONUS:VAR|TurnLevelBase|20|TYPE=Level.REPLACE	BONUS:VAR|TurnDamagePlusBase|10|TYPE=Level.REPLACE				
Runehound			STARTFEATS:1	SIZE:M	MOVE:Walk,50	FACE:5	REACH:5	VISION:Blindsight (500')		PREALIGN:NE	LANGAUTO:Runehound,Undercommon		BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Move Silently|Spot|Survival|Swim			AUTO:WEAPONPROF|Vile Spew	AUTO:EQUIP|Vile Spew					LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Vile Spew	ABILITY:Special Ability|AUTOMATIC|Extended Reach|Fast Healing|Psychic Scent						DR:5/Silver		MONSTERCLASS:Aberration:5	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:9,14		CR:3	SOURCEPAGE:MM3		BONUS:VAR|VileSpewDice|HD	DEFINE:VileSpewDamageDie|6	BONUS:VAR|FastHealing|3					
Mummy (Salt)	OUTPUTNAME:Mummy, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			LANGAUTO:Common		BONUS:COMBAT|AC|19|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|16	BONUS:STAT|DEX|-2		BONUS:STAT|INT|-4		BONUS:STAT|CHA|6			MONCSKILL:Hide|Listen|Move Silently|Spot			AUTO:WEAPONPROF|TYPE.Simple						LEGS:2	HANDS:2	BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))			NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning.DehydratingImpact,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Dehydrating Impact	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Unholy Toughness|Water Weakness								MONSTERCLASS:Undead:12	RACETYPE:Undead		TYPE:Undead	TEMPLATE:Undead					LEVELADJUSTMENT:6	CR:8	SOURCEPAGE:MM3		BONUS:VAR|FastHealing|10							
Sea Tiger			STARTFEATS:1	SIZE:H	MOVE:Walk,20,Swim,50	FACE:15	REACH:10	VISION:Blindsight (100')|Low-light		PREALIGN:TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6			ABILITY:Special Ability|AUTOMATIC|Hold Breath			ABILITY:Special Ability|AUTOMATIC|Sea Tiger Skills					MONSTERCLASS:Animal:10	RACETYPE:Animal		TYPE:Animal	TEMPLATE:Animal				HITDICEADVANCEMENT:20		CR:6	SOURCEPAGE:MM3									
Seryulin			STARTFEATS:1	SIZE:L	MOVE:Walk,50,Swim,50	FACE:10	REACH:10	VISION:Blindsense (30')|Darkvision (60')		PREALIGN:TN			BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|10	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2			MONCSKILL:Escape Artist|Listen|Spot|Swim									LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Pain Toxin|Sticky Spray	ABILITY:Special Ability|AUTOMATIC|Amphibious|Can't Be Tripped|Resistance To Acid|Slick						DR:5/Piercing or Slashing		MONSTERCLASS:Aberration:10	RACETYPE:Aberration	RACESUBTYPE:Aquatic	TYPE:Aberration	TEMPLATE:Aberration	TEMPLATE:Aquatic			HITDICEADVANCEMENT:20	LEVELADJUSTMENT:4	CR:7	SOURCEPAGE:MM3		BONUS:VAR|AcidResistanceBonus|10							
Seryulin (Greater)	OUTPUTNAME:Seryulin , [NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,50,Swim,50,Climb,20	FACE:15	REACH:15	VISION:Blindsense (30')|Darkvision (60')		PREALIGN:TN			BONUS:COMBAT|AC|13|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|18	BONUS:STAT|DEX|2	BONUS:STAT|CON|8	BONUS:STAT|INT|-2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2			MONCSKILL:Escape Artist|Listen|Spot|Swim									LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Pain Toxin|Sticky Spray	ABILITY:Special Ability|AUTOMATIC|Amphibious|Can't Be Tripped|Resistance To Acid|Slick						DR:5/Piercing or Slashing		MONSTERCLASS:Aberration:21	RACETYPE:Aberration	RACESUBTYPE:Aquatic	TYPE:Aberration	TEMPLATE:Aberration	TEMPLATE:Aquatic			HITDICEADVANCEMENT:30	LEVELADJUSTMENT:4	CR:10	SOURCEPAGE:MM3		BONUS:VAR|AcidResistanceBonus|10							
